person,0.34320977,108.01230823121105,50.66932236870859,132.8775076882054,83.62028945435662
person,0.62250364,168.99625302113188,60.4504269001576,193.24499725717934,91.97429589215957
person,0.41204923,183.91797508633513,65.54820116579413,208.99434042517416,94.59140754012415
person,0.5967254,239.35133048590097,63.64701664211239,267.1636457031117,96.56341859531096
person,0.32844618,114.36628422865189,123.20968683952425,157.9646504263205,176.66758415049762
person,0.5379091,2.6397606486603595,136.25087960499545,59.56228813928537,225.17279011369462
chair,0.35259834,111.39494319987845,159.24794710069082,170.7489878900106,261.8433416591962
chair,0.23273909,201.95257705641873,131.49277098358587,292.7280469384026,277.20683206436485
chair,0.49480113,13.251066580339616,201.0154501090547,82.65712930621372,297.2481003585635
person,0.94335085,280.92262562125893,157.64820126418905,435.08111575550726,377.39608130656774
chair,0.7998707,43.86163761845654,223.6522636552997,159.38067167993424,377.421728109985
chair,0.31945044,277.1532714593547,215.13750745186528,431.7575819260018,378.0412701681494
