person,0.655421,243.20946273367548,141.98782410760614,286.34833212191654,195.2503306107881
person,0.60969985,365.7717643106602,138.5600442457014,426.38168386786487,194.80531565465472
person,0.6160772,82.92276554181116,157.72714366979258,122.3984961131912,236.30436308377003
person,0.86996675,368.68190018460064,140.57627430574914,440.0084043217499,238.19437013927077
person,0.8694887,-4.234492601035783,156.43777828249952,21.65679470324182,279.80659385877317
person,0.7133885,40.26027206909846,154.95414742244523,85.02774889481258,281.3992848446905
person,0.8884374,68.84983993457155,74.88134695402395,264.17175757169963,378.5251281354144
person,0.91630685,259.1108301324289,72.7678585390185,443.53653469990707,375.4980435058028
person,0.97281444,470.05918976403376,153.12144540118834,509.32757532189845,339.93402709765274
person,0.5679076,477.2422532951726,190.37841116205635,500.4783017816805,344.3928802036744
